Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot104,"Ян",normal,33,Completed,"Substation","Substation: Objective #1","1","14:21:11","14:21:41",
Bot104,"Ян",normal,33,Completed,"Substation","Substation: Objective #2","1","14:21:46","14:21:52",
Bot104,"Ян",normal,33,Completed,"Substation","Substation: Objective #3","1","14:21:57","14:22:08",
Bot104,"Ян",normal,33,Completed,"Substation","Substation: Objective #5","1","14:22:13","14:22:19",
Bot104,"Ян",normal,33,Completed,"Substation","Substation: Objective #4","1","14:22:24","14:22:40",
Bot104,"Ян",normal,33,Completed,"Substation","Substation: Objective #6","1","14:22:46","14:23:00",
Bot104,"Ян",normal,33,Failed,"Is This a Reference?","Zone zone_vedro","1","14:23:05","14:24:25",
Bot104,"Ян",normal,33,Failed,"Is This a Reference?","Zone zone_battlefield","1","14:24:26","14:24:34",
Bot104,"Ян",normal,33,Failed,"Is This a Reference?","Zone zone_unity","1","14:24:35","14:26:09",
Bot106,"Ivory",normal,22,Completed,"Big Red Rush","Big Red Rush: Objective #1","1","14:21:14","14:21:55",
Bot106,"Ivory",normal,22,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","14:22:00","14:22:40",
Bot106,"Ivory",normal,22,Failed,"Golden Swag","Item Golden Zibbo lighter","1","14:22:42","14:24:37",
Bot107,"Elwood",normal,31,Failed,"Glass Building","Glass Building: Objective #4","1","14:21:14","14:24:41",
Bot108,"Weldon",normal,25,Failed,"Planting The Evidence - Part 2","Item Flash drive with fake info","1","14:21:15","14:40:05",
Bot109,"Long",normal,21,Failed,"Secrets of Polikhim","Item Case with precision tools","1","14:21:15","14:40:40",
Bot110,"Ted",normal,25,Failed,"Tigr Safari","Zone place_peacemaker_002_N2","1","14:21:16","14:25:06",
Bot111,"Jacques",normal,30,Failed,"Informed Means Armed","Zone place_skier_11_2","1","14:21:24","14:41:15",
Bot112,"Nathan",normal,33,Failed,"Is This a Reference?","Zone zone_unity","1","14:21:24","14:22:10",
Bot112,"Nathan",normal,33,Failed,"Is This a Reference?","Zone zone_vedro","1","14:22:11","14:25:15",
Bot129,"Mario",normal,34,Failed,"Bullshit","Zone Q019_3","1","14:27:41","14:28:23",
Bot135,"Пётр Слякоть (Edmond)",normal,1,Active,"Dorms 3 Story","Dorms 3 Story: Objective #10","2","14:31:39","N/A",
Bot144,"Clyde",normal,14,Failed,"The Extortionist","Zone dead_posylni","1","14:33:02","14:34:46",
Bot148,"Alonzo",normal,32,Failed,"Crackhouse","Crackhouse: Objective #5","1","14:33:35","14:33:54",
Bot150,"Сергей Котовод (Freddy)",normal,1,Completed,"Military Base CP","Military Base CP: Objective #1","1","14:34:54","14:34:58",
Bot150,"Сергей Котовод (Freddy)",normal,1,Pending,"Old Gas","Old Gas: Objective #2","1","14:35:03","N/A",
Bot151,"Клим",normal,35,Failed,"Short Cut","Short Cut: Objective #1","1","14:35:44","14:36:20",
Bot151,"Клим",normal,35,Failed,"Power Switch","Power Switch: Objective #1","1","14:36:25","14:36:46",
Bot151,"Клим",normal,35,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","14:36:47","14:37:12",
Bot151,"Клим",normal,35,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","14:37:17","14:37:46",
Bot151,"Клим",normal,35,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","14:37:51","14:40:03",
Bot151,"Клим",normal,35,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","14:40:08","14:40:37",
Bot151,"Клим",normal,35,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","14:40:42","14:41:20",
Bot151,"Клим",normal,35,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","14:41:25","14:42:19",
Bot158,"Кузьма",normal,37,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","14:40:21","14:41:05",
Bot160,"Толян Оператор (Benny)",normal,1,Active,"Dorms 3 Story","Dorms 3 Story: Objective #6","1","14:40:43","N/A",
Bot161,"Sidney",normal,31,Completed,"Storage Building","Storage Building: Objective #1","1","14:40:48","14:41:13",
Bot161,"Sidney",normal,31,Failed,"Storage Building","Storage Building: Objective #2","1","14:41:18","14:41:25",
Bot161,"Sidney",normal,31,Failed,"Short Cut","Short Cut: Objective #1","1","14:41:30","14:42:27",
Bot161,"Sidney",normal,31,Active,"Warehouse 4","Warehouse 4: Objective #3","1","14:42:32","N/A",
Bot162,"Leslie",normal,41,Pending,"Power Switch","Power Switch: Objective #1","1","14:40:48","N/A",
Bot163,"Joan",normal,17,Active,"Fortress","Fortress: Objective #5","1","14:40:48","N/A",
Bot164,"Teodoro",normal,21,Failed,"Checkpoint","Checkpoint: Objective #2","1","14:41:41","14:42:24",
Bot164,"Teodoro",normal,21,Completed,"Checkpoint","Checkpoint: Objective #1","1","14:42:29","14:42:42",
Bot164,"Teodoro",normal,21,Completed,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","14:42:47","14:43:41",
Bot164,"Teodoro",normal,21,Completed,"Substation","Substation: Objective #4","1","14:43:47","14:46:24",
Bot164,"Teodoro",normal,21,Completed,"Substation","Substation: Objective #3","1","14:46:29","14:46:44",
Bot164,"Teodoro",normal,21,Completed,"Substation","Substation: Objective #5","1","14:46:49","14:47:01",
Bot164,"Teodoro",normal,21,Completed,"Substation","Substation: Objective #2","1","14:47:07","14:47:33",
Bot164,"Teodoro",normal,21,Active,"Substation","Substation: Objective #1","1","14:47:38","N/A",
Bot175,"Игорян Мамин-сын (Renaldo)",normal,1,Pending,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","14:45:40","N/A",
Bot179,"Wiley",normal,30,Active,"RUAF Crossing Camping","RUAF Crossing Camping: Objective #1","2","14:46:10","N/A",
