Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot37,"Bruce",normal,17,Active,"Scout","Zone place_pacemaker_SCOUT_04","1","21:11:36","N/A",
Bot36,"Константин",normal,30,Active,"Is This a Reference?","Zone zone_Always_sunny","1","21:11:36","N/A",
Bot38,"Потап",normal,35,Pending,"Is This a Reference?","Zone zone_Always_sunny","1","21:11:36","N/A",
Bot39,"Артур",normal,21,Pending,"Scout","Zone place_pacemaker_SCOUT_02","1","21:11:39","N/A",
Bot40,"Евгений",normal,45,Pending,"Is This a Reference?","Zone zone_terminator","1","21:11:40","N/A",
Bot46,"Эльдар Толич (Alphonse)",normal,1,Completed,"Medical Office","Medical Office: Objective #1","1","21:15:24","21:15:48",
Bot46,"Эльдар Толич (Alphonse)",normal,1,Failed,"Bridge Sniping","Bridge Sniping: Objective #1","1","21:15:53","21:16:01",
Bot46,"Эльдар Толич (Alphonse)",normal,1,Active,"Bridge Sniping","Bridge Sniping: Objective #2","2","21:16:03","N/A",
Bot53,"Богдан Дробаш (Elden)",normal,1,Completed,"3rd Floor Hallway","3rd Floor Hallway: Objective #1","1","21:20:43","21:20:46",
Bot53,"Богдан Дробаш (Elden)",normal,1,Active,"3rd Floor Office","3rd Floor Office: Objective #1","1","21:20:51","N/A",
Bot57,"Серега Пиздюли (Lino)",normal,1,Pending,"3rd Floor Office","3rd Floor Office: Objective #1","1","21:21:24","N/A",
Bot56,"Матвей Фуфел (Mckinley)",normal,1,Completed,"Holding Area Patrol","Holding Area Patrol: Objective #1","1","21:21:25","21:21:31",
Bot56,"Матвей Фуфел (Mckinley)",normal,1,Active,"3rd Floor Office","3rd Floor Office: Objective #1","2","21:21:36","N/A",
