Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot22,"Jaylen",normal,36,Completed,"BMP #1","BMP #1: Objective #1","1","13:29:43","13:30:03",
Bot22,"Jaylen",normal,36,Completed,"Reserve","Zone huntsman_029","1","13:30:08","13:40:49",
Bot22,"Jaylen",normal,36,Active,"Special Comms","Zone Place_item_tools_rezerve","1","13:43:27","N/A",
Bot23,"Carol",normal,33,Active,"Pest Control","Zone eger_barracks_area_1","1","13:29:44","N/A",
Bot24,"Latyn",normal,36,Pending,"Dome Upper Sniping","Dome Upper Sniping: Objective #1","1","13:29:44","N/A",
Bot25,"Aron",normal,23,Completed,"Boss Hunter (sectantPriest)","Spawn Point (43.1 -6.8 -32.7)","1","13:29:45","13:29:59",
Bot25,"Aron",normal,23,Failed,"Boss Hunter (sectantPriest)","Spawn Point (73.4 -15.5 -38.3)","1","13:30:04","13:30:29",
Bot25,"Aron",normal,23,Completed,"Boss Hunter (sectantPriest)","Spawn Point (104.8 -7.0 12.9)","1","13:30:34","13:32:35",
Bot25,"Aron",normal,23,Active,"Boss Hunter (sectantPriest)","Spawn Point (65.8 -6.8 -39.2)","1","13:32:41","N/A",
Bot26,"Альберт",normal,34,Completed,"Is This a Reference?","Zone zone_two_chairs","2","13:29:46","13:35:28",
Bot26,"Альберт",normal,34,Active,"Is This a Reference?","Zone zone_tanchiki","2","13:35:33","N/A",
Bot27,"Семён",normal,36,Pending,"White Rook","White Rook: Objective #1","1","13:29:46","N/A",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (58.4 -12.2 -155.2)","1","13:29:47","13:30:28",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (39.7 -0.2 -188.6)","1","13:30:33","13:31:22",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (-10.3 -7.0 -186.0)","1","13:31:27","13:31:57",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (33.4 -12.2 -142.6)","1","13:32:02","13:33:01",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (45.4 -0.8 -196.3)","1","13:33:06","13:33:59",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (-6.0 -7.0 -182.4)","1","13:34:04","13:34:26",
Bot28,"Guy",normal,35,Completed,"Boss Hunter (pmcBot)","Spawn Point (41.4 -12.2 -110.2)","1","13:34:31","13:35:25",
Bot28,"Guy",normal,35,Pending,"Hermetic Depot","Hermetic Depot: Objective #2","1","13:35:30","N/A",
Bot28,"Guy",normal,35,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","13:36:27","13:36:34",
Bot28,"Guy",normal,35,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","13:36:39","13:38:51",
Bot28,"Guy",normal,35,Active,"Hermetic Depot","Hermetic Depot: Objective #7","1","13:38:56","N/A",
Bot36,"Фома",normal,29,Completed,"No Place for Renegades","Zone prapor_hq_area_check_1","1","13:36:36","13:39:13",
Bot36,"Фома",normal,29,Failed,"The Bunker - Part 2","Zone prapor_025_area_5","1","13:40:13","13:40:31",
Bot36,"Фома",normal,29,Pending,"The Bunker - Part 2","Zone prapor_025_area_1","1","13:40:36","N/A",
Bot37,"Нойс Сишарп (Alberto)",normal,1,Pending,"Command Center","Command Center: Objective #8","1","13:39:27","N/A",
Bot37,"Нойс Сишарп (Alberto)",normal,1,Completed,"Command Center","Command Center: Objective #9","1","13:40:02","13:40:29",
Bot37,"Нойс Сишарп (Alberto)",normal,1,Completed,"Command Center","Command Center: Objective #6","2","13:40:34","13:41:27",
Bot37,"Нойс Сишарп (Alberto)",normal,1,Active,"Command Center","Command Center: Objective #5","1","13:41:33","N/A",
Bot43,"Иржан Торец (Malcolm)",normal,1,Completed,"Black Pawn","Black Pawn: Objective #5","1","13:41:01","13:42:55",
Bot43,"Иржан Торец (Malcolm)",normal,1,Failed,"Black Pawn","Black Pawn: Objective #2","1","13:43:00","13:43:01",
Bot46,"Grover",normal,35,Completed,"Is This a Reference?","Zone zone_two_chairs","2","13:43:49","13:44:06",
Bot46,"Grover",normal,35,Pending,"Is This a Reference?","Zone zone_tanchiki","1","13:44:12","N/A",
Bot45,"Darell",normal,9,Active,"Hermetic","Hermetic: Objective #3","1","13:43:50","N/A",
