Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot10,"Florencio",normal,57,Active,"Spawn Rush","Spawn Rush: Objective #1","1","14:18:03","N/A",
Bot12,"Brent",normal,43,Active,"Manager's Office","Manager's Office: Objective #1","1","14:18:04","N/A",
Bot11,"Herman",normal,53,Active,"Main Working Area East","Main Working Area East: Objective #3","1","14:18:04","N/A",
Bot14,"Мартын",normal,45,Active,"Security Office","Security Office: Objective #1","1","14:18:04","N/A",
Bot13,"Артём",normal,54,Active,"Rec Area 2nd Floor Patrol","Rec Area 2nd Floor Patrol: Objective #1","1","14:18:04","N/A",
Bot15,"Nathanial",normal,48,Active,"TerraGroup Employee","Item Flash drive marked with blue tape","1","14:18:05","N/A",
Bot16,"Antonio",normal,57,Pending,"Boss Hunter (bossTagilla)","Spawn Point (-116.4 0.0 -256.5)","1","14:18:05","N/A",
Bot17,"Rocco",normal,57,Completed,"Boss Hunter (bossTagilla)","Spawn Point (-206.3 1.5 -291.0)","1","14:22:50","14:24:02",
Bot17,"Rocco",normal,57,Completed,"Boss Hunter (bossTagilla)","Spawn Point (-116.4 0.0 -256.5)","1","14:24:07","14:24:57",
Bot17,"Rocco",normal,57,Failed,"Boss Hunter (bossTagilla)","Spawn Point (-116.0 0.0 -336.4)","1","14:25:02","14:26:39",
Bot17,"Rocco",normal,57,Active,"Boss Hunter (bossTagilla)","Spawn Point (-179.4 0.1 -407.4)","1","14:26:44","N/A",
Bot21,"Robin",normal,48,Active,"Blue Room","Blue Room: Objective #2","1","14:27:52","N/A",
Bot29,"Raleigh",normal,56,Active,"Cafeteria","Cafeteria: Objective #1","1","14:32:55","N/A",
