Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot2,"Kermit",normal,42,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #1","1","02:54:56","02:55:01",
Bot2,"Kermit",normal,42,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #2","2","02:55:06","02:55:34",
Bot2,"Kermit",normal,42,Completed,"Underground North","Underground North: Objective #3","1","02:55:39","02:56:42",
Bot2,"Kermit",normal,42,Completed,"Underground North","Underground North: Objective #4","2","02:56:47","02:57:07",
Bot2,"Kermit",normal,42,Completed,"Underground North","Underground North: Objective #5","1","02:57:12","02:57:32",
Bot2,"Kermit",normal,42,Completed,"Underground North","Underground North: Objective #6","1","02:57:37","02:58:00",
Bot2,"Kermit",normal,42,Completed,"Underground North","Underground North: Objective #8","1","02:58:05","02:58:17",
Bot2,"Kermit",normal,42,Failed,"Underground North","Underground North: Objective #7","1","02:58:22","03:03:25",
Bot4,"Тихон",normal,45,Active,"Boss Hunter (sectantPriest)","Spawn Point (-4.5 23.9 -58.9)","1","02:54:56","N/A",
Bot5,"Доброслав",normal,59,Failed,"Boss Hunter (sectantPriest)","Spawn Point (22.6 23.5 258.0)","1","02:54:56","03:05:59",
Bot7,"Борис",normal,54,Failed,"Underground North","Underground North: Objective #1","1","02:54:57","02:55:14",
Bot7,"Борис",normal,54,Failed,"Underground North","Underground North: Objective #2","1","02:55:19","02:55:31",
Bot7,"Борис",normal,54,Failed,"Underground North","Underground North: Objective #3","1","02:55:36","02:55:41",
Bot7,"Борис",normal,54,Failed,"Underground North","Underground North: Objective #4","1","02:55:46","02:55:51",
Bot7,"Борис",normal,54,Active,"Underground North","Underground North: Objective #5","1","02:55:56","N/A",
Bot8,"Родион",normal,24,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","02:54:57","02:56:16",
Bot6,"Bradford",normal,53,Failed,"Emercom Checkpoint","Emercom Checkpoint: Objective #2","1","02:54:57","03:11:30",
Bot9,"Егор",normal,59,Failed,"Boss Hunter (sectantPriest)","Spawn Point (57.5 23.4 229.6)","1","02:54:57","02:55:39",
Bot10,"Александр",normal,55,Pending,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","02:54:58","N/A",
Bot31,"Ярик Перец (Tyrone)",normal,1,Failed,"Kyshperski","Kyshperski: Objective #4","1","03:07:36","03:11:36",
Bot42,"Васян Кепка (Панкрат)",normal,1,Pending,"Kyshperski","Kyshperski: Objective #2","1","03:14:33","N/A",
Bot41,"Ромчик Нервный (Neville)",normal,1,Failed,"Skyside Hotel Outside","Skyside Hotel Outside: Objective #1","1","03:14:33","03:14:45",
Bot41,"Ромчик Нервный (Neville)",normal,1,Failed,"Skyside Hotel Outside","Skyside Hotel Outside: Objective #2","1","03:14:50","03:14:51",
Bot41,"Ромчик Нервный (Neville)",normal,1,Failed,"Skyside Hotel Outside","Skyside Hotel Outside: Objective #3","1","03:14:56","03:14:56",
Bot41,"Ромчик Нервный (Neville)",normal,1,Failed,"Underground Utility Room","Underground Utility Room: Objective #1","1","03:15:01","03:15:01",
Bot41,"Ромчик Нервный (Neville)",normal,1,Active,"Olive Restaurant","Olive Restaurant: Objective #1","1","03:15:06","N/A",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #5","1","03:15:26","03:15:30",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #6","1","03:15:35","03:15:35",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #3","1","03:15:40","03:15:44",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #2","1","03:15:49","03:15:52",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #1","1","03:15:57","03:16:00",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #7","1","03:16:05","03:18:28",
Bot43,"Сашок Биолог (Cristobal)",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #8","1","03:18:33","03:18:38",
