Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot21,"Виктор",normal,34,Completed,"The Bunker - Part 2","Zone prapor_025_area_1","1","15:03:36","15:04:54",
Bot21,"Виктор",normal,34,Completed,"The Bunker - Part 2","Zone prapor_025_area_5","1","15:04:59","15:05:18",
Bot21,"Виктор",normal,34,Active,"The Bunker - Part 2","Zone prapor_025_area_4","1","15:05:23","N/A",
Bot22,"Alfred",normal,24,Failed,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","15:03:37","15:03:42",
Bot22,"Alfred",normal,24,Completed,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","15:03:47","15:06:53",
Bot22,"Alfred",normal,24,Active,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","15:06:58","N/A",
Bot23,"Augustine",normal,20,Pending,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","15:03:38","N/A",
Bot24,"Ян",normal,17,Pending,"The Bunker - Part 2","Zone prapor_025_area_4","1","15:03:49","N/A",
Bot24,"Ян",normal,17,Pending,"The Bunker - Part 2","Zone prapor_025_area_3","1","15:04:26","N/A",
Bot24,"Ян",normal,17,Active,"The Bunker - Part 2","Zone prapor_025_area_5","1","15:05:20","N/A",
Bot25,"Михей",normal,30,Failed,"Hermetic Depot","Hermetic Depot: Objective #5","1","15:03:50","15:05:36",
Bot25,"Михей",normal,30,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","15:05:41","15:06:02",
Bot25,"Михей",normal,30,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","15:06:07","15:06:20",
Bot25,"Михей",normal,30,Pending,"Hermetic Depot","Hermetic Depot: Objective #2","1","15:06:26","N/A",
Bot25,"Михей",normal,30,Active,"Hermetic Depot","Hermetic Depot: Objective #7","1","15:07:11","N/A",
Bot26,"Samuel",normal,34,Completed,"White King","White King: Objective #2","1","15:03:52","15:04:26",
Bot26,"Samuel",normal,34,Active,"White King","White King: Objective #1","1","15:04:31","N/A",
Bot30,"Емельян",normal,14,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","15:08:21","15:08:38",
Bot30,"Емельян",normal,14,Active,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","15:08:43","N/A",
Bot31,"Даниил",normal,22,Pending,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","15:08:21","N/A",
Bot33,"Андрей",normal,19,Failed,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","15:10:31","15:10:57",
Bot33,"Андрей",normal,19,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","15:11:03","15:11:18",
Bot33,"Андрей",normal,19,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","15:11:23","15:14:06",
Bot33,"Андрей",normal,19,Active,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","15:14:11","N/A",
Bot34,"Степан",normal,18,Pending,"The Bunker - Part 2","Zone prapor_025_area_2","1","15:10:32","N/A",
Bot37,"Леня Зебра (Захар)",normal,1,Active,"White Pawn","White Pawn: Objective #2","1","15:11:55","N/A",
