Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot13,"Геннадий",normal,34,Completed,"Is This a Reference?","Zone Bear_in_car","2","10:24:16","10:24:40",
Bot13,"Геннадий",normal,34,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","10:24:45","10:26:51",
Bot13,"Геннадий",normal,34,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","10:26:56","10:29:03",
Bot13,"Геннадий",normal,34,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","10:29:08","10:29:29",
Bot13,"Геннадий",normal,34,Completed,"Steady Signal","Zone q14_8_2","1","10:29:34","10:30:02",
Bot13,"Геннадий",normal,34,Active,"Steady Signal","Zone q14_8_3","1","10:30:33","N/A",
Bot14,"Alvin",normal,49,Active,"The Blood of War - Part 3","Zone bar_fuel3_2","1","10:24:16","N/A",
Bot15,"Willis",normal,32,Pending,"Boss Hunter (pmcBot)","Spawn Point (-442.6 15.3 -180.7)","1","10:24:16","N/A",
Bot16,"Фома",normal,18,Completed,"Boss Hunter (exUsec)","Spawn Point (-416.2 15.8 -434.3)","1","10:24:17","10:24:33",
Bot16,"Фома",normal,18,Completed,"Boss Hunter (exUsec)","Spawn Point (-414.2 16.7 -362.9)","1","10:24:38","10:26:46",
Bot16,"Фома",normal,18,Completed,"Boss Hunter (exUsec)","Spawn Point (-389.7 14.5 -423.3)","1","10:26:51","10:29:52",
Bot16,"Фома",normal,18,Active,"Old Sawmill","Old Sawmill: Objective #3","1","10:29:57","N/A",
Bot17,"Леонтий",normal,42,Pending,"Proper Comeback","Zone NosQuests_11_wood_place","1","10:24:17","N/A",
Bot19,"Quinn",normal,34,Completed,"Steady Signal","Zone q14_8_1","1","10:24:18","10:26:49",
Bot19,"Quinn",normal,34,Completed,"Steady Signal","Zone q14_8_3","1","10:27:19","10:31:20",
Bot19,"Quinn",normal,34,Completed,"Is This a Reference?","Zone Bear_in_car","2","10:31:50","10:33:10",
Bot18,"Truman",normal,26,Completed,"Lend-Lease - Part 1","Item Motor Controller #1","1","10:24:19","10:27:29",
Bot18,"Truman",normal,26,Completed,"Lend-Lease - Part 1","Item Single-axis Fiber Optic Gyroscope #1","1","10:27:34","10:28:26",
Bot18,"Truman",normal,26,Active,"Supply Plans","Item Secure Folder 0052","1","10:28:31","N/A",
Bot20,"Семён",normal,44,Completed,"Return the Favor","Zone place_keeper5_2","2","10:24:19","10:25:42",
Bot20,"Семён",normal,44,Completed,"Return the Favor","Zone place_keeper5_1","2","10:25:47","10:27:33",
Bot20,"Семён",normal,44,Failed,"Return the Favor","Zone quest_zone_keeper5","1","10:27:38","10:31:17",
Bot20,"Семён",normal,44,Failed,"Viewer","Zone NosQuests_8_wood_place","1","10:31:18","10:33:42",
Bot20,"Семён",normal,44,Failed,"Proper Comeback","Zone NosQuests_11_wood_place","1","10:33:43","10:33:43",
Bot20,"Семён",normal,44,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","10:33:44","10:34:27",
Bot20,"Семён",normal,44,Active,"Assessment - Part 2","Zone meh_45_radio_area_mark_1","1","10:34:37","N/A",
Bot21,"Станислав",normal,48,Completed,"Scav Base","Scav Base: Objective #4","2","10:24:22","10:24:59",
Bot21,"Станислав",normal,48,Failed,"Scav Base","Scav Base: Objective #1","1","10:25:04","10:25:11",
Bot21,"Станислав",normal,48,Completed,"Scav Base","Scav Base: Objective #3","1","10:25:16","10:25:28",
Bot21,"Станислав",normal,48,Completed,"Scav Base","Scav Base: Objective #2","4","10:25:33","10:26:43",
Bot21,"Станислав",normal,48,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","10:26:48","10:28:31",
Bot21,"Станислав",normal,48,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","10:29:02","10:30:38",
Bot21,"Станислав",normal,48,Active,"The Blood of War - Part 3","Zone bar_fuel3_1","1","10:31:08","N/A",
Bot27,"Христофор",normal,39,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","10:30:45","10:31:34",
Bot27,"Христофор",normal,39,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","10:32:04","10:33:47",
Bot27,"Христофор",normal,39,Completed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","10:34:17","10:38:39",
