Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot30,"Лев",normal,45,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","15:20:12","15:22:03",
Bot31,"Василий",normal,45,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_3","1","15:20:12","15:22:43",
Bot33,"Астап",normal,43,Failed,"Long Road","Zone qlight_br_secure_road","1","15:20:14","15:24:41",
Bot32,"Ефим",normal,43,Completed,"The Hermit","Item Sealed letter","1","15:20:14","15:21:01",
Bot32,"Ефим",normal,43,Failed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz3","1","15:21:06","15:23:33",
Bot34,"Rayford",normal,44,Failed,"Key to the Tower","Item Radio transmitter body","1","15:20:15","15:22:03",
Bot34,"Rayford",normal,44,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_1","1","15:22:08","15:23:05",
Bot34,"Rayford",normal,44,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","15:23:45","15:23:58",
Bot36,"Terence",normal,33,Failed,"Easy Job - Part 2","Zone qlight_pr1_heli2_kill","1","15:20:15","15:26:02",
Bot36,"Terence",normal,33,Completed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz2","1","15:27:02","15:29:42",
Bot36,"Terence",normal,33,Failed,"Energy Crisis","Zone qlight_fuel_blood_bezovoz1","1","15:30:12","15:34:17",
Bot35,"Lorenzo",normal,45,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_1","1","15:20:15","15:26:28",
Bot35,"Lorenzo",normal,45,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","15:27:08","15:42:21",
Bot41,"Hung",normal,45,Failed,"Long Road","Zone qlight_br_secure_road","1","15:25:15","15:26:40",
Bot40,"Ronnie",normal,42,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","15:25:15","15:26:55",
Bot40,"Ronnie",normal,42,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_4","1","15:27:35","15:38:02",
Bot40,"Ronnie",normal,42,Failed,"Stage Wagon","Stage Wagon: Objective #1","1","15:38:42","15:39:08",
Bot40,"Ronnie",normal,42,Completed,"Long Road Pond Camp","Long Road Pond Camp: Objective #1","1","15:39:13","15:41:03",
Bot40,"Ronnie",normal,42,Failed,"Pride Rock","Pride Rock: Objective #1","1","15:41:08","15:41:59",
Bot40,"Ronnie",normal,42,Completed,"Resort","Resort: Objective #3","1","15:42:04","15:44:35",
Bot40,"Ronnie",normal,42,Completed,"Resort","Resort: Objective #5","1","15:44:40","15:45:11",
Bot40,"Ronnie",normal,42,Completed,"Resort","Resort: Objective #2","1","15:45:16","15:45:51",
Bot40,"Ronnie",normal,42,Failed,"Resort","Resort: Objective #4","1","15:45:57","15:46:14",
Bot40,"Ronnie",normal,42,Failed,"Resort","Resort: Objective #6","1","15:46:19","15:46:20",
Bot40,"Ronnie",normal,42,Failed,"Resort","Resort: Objective #1","1","15:46:25","15:46:32",
Bot40,"Ronnie",normal,42,Failed,"Merin Car","Merin Car: Objective #1","1","15:46:37","15:46:44",
Bot40,"Ronnie",normal,42,Failed,"Chalet","Chalet: Objective #1","1","15:46:49","15:47:49",
Bot40,"Ronnie",normal,42,Failed,"Chalet","Chalet: Objective #9","1","15:47:54","15:48:28",
Bot40,"Ronnie",normal,42,Failed,"Chalet","Chalet: Objective #7","1","15:48:33","15:48:42",
Bot40,"Ronnie",normal,42,Failed,"Chalet","Chalet: Objective #2","1","15:48:47","15:48:55",
Bot43,"Mac",normal,44,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","15:26:59","15:43:12",
Bot43,"Mac",normal,44,Failed,"Bridge Road Intersection","Bridge Road Intersection: Objective #1","1","15:43:17","15:43:43",
Bot43,"Mac",normal,44,Completed,"Tennis Courts","Tennis Courts: Objective #3","1","15:43:48","15:45:28",
Bot43,"Mac",normal,44,Completed,"Tennis Courts","Tennis Courts: Objective #1","1","15:45:33","15:45:51",
Bot43,"Mac",normal,44,Active,"Long Road Sniping","Long Road Sniping: Objective #1","2","15:45:57","N/A",
Bot42,"Mitchell",normal,20,Failed,"Long Road","Zone qlight_br_secure_road","1","15:26:59","15:36:59",
Bot46,"Гога Читер (Agustin)",normal,1,Active,"Village East House","Village East House: Objective #2","1","15:31:53","N/A",
Bot49,"Гриша Свинохаря (Jerome)",normal,1,Active,"Long Road Resort Entrance","Long Road Resort Entrance: Objective #1","1","15:33:07","N/A",
Bot58,"Кот Поехавший (Adrian)",normal,1,Active,"Resort Garage","Resort Garage: Objective #1","1","15:43:10","N/A",
Bot60,"Марат Бстр (Ярослав)",normal,1,Failed,"Resort","Resort: Objective #4","1","15:47:16","15:47:34",
