Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot8,"Всеслав",normal,12,Pending,"Scav Base","Scav Base: Objective #2","3","01:12:55","N/A",
Bot10,"Kurtis",normal,11,Active,"The Survivalist Path - Thrifty","Zone huntsman_005_1","1","01:12:56","N/A",
Bot11,"Randell",normal,24,Pending,"Boss Hunter (pmcBot)","Spawn Point (-352.3 -8.3 132.1)","1","01:12:57","N/A",
Bot12,"Kennith",normal,19,Pending,"Boss Hunter (sectantPriest)","Spawn Point (-352.3 -8.3 132.1)","1","01:12:57","N/A",
Bot13,"Lowell",normal,24,Pending,"Steady Signal","Zone q14_8_5","1","01:12:57","N/A",
Bot14,"Edmond",normal,36,Pending,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","01:12:57","N/A",
Bot15,"Lavern",normal,30,Completed,"Boss Hunter (sectantPriest)","Spawn Point (-231.2 1.1 400.9)","1","01:12:57","01:13:09",
Bot15,"Lavern",normal,30,Completed,"Boss Hunter (sectantPriest)","Spawn Point (-171.6 1.0 432.3)","1","01:13:14","01:15:08",
Bot15,"Lavern",normal,30,Completed,"Boss Hunter (sectantPriest)","Spawn Point (-94.1 -1.3 387.8)","1","01:15:13","01:15:48",
Bot15,"Lavern",normal,30,Completed,"Boss Hunter (sectantPriest)","Spawn Point (-39.3 -13.5 348.4)","1","01:15:53","01:16:19",
Bot15,"Lavern",normal,30,Completed,"Boss Hunter (sectantPriest)","Spawn Point (-110.0 -12.9 241.0)","1","01:16:24","01:17:08",
Bot15,"Lavern",normal,30,Active,"Boss Hunter (sectantPriest)","Spawn Point (-155.2 -2.1 181.2)","1","01:17:13","N/A",
Bot16,"Harland",normal,27,Pending,"Steady Signal","Zone q14_8_5","1","01:12:57","N/A",
