Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot32,"Денис",normal,31,Failed,"Boss Hunter (marksman)","Spawn Point (-71.8 39.2 451.1)","1","14:21:18","14:21:35",
Bot32,"Денис",normal,31,Completed,"Revision - Lighthouse","Zone qlight_mark_vech3","1","14:21:40","14:23:29",
Bot32,"Денис",normal,31,Active,"Revision - Lighthouse","Zone qlight_mark_vech4","1","14:23:59","N/A",
Bot34,"Всеслав",normal,52,Pending,"Missing Cargo","Zone qlight_find_crushed_heli","1","14:21:18","N/A",
Bot33,"Казимир",normal,37,Pending,"Boss Hunter (marksman)","Spawn Point (-71.8 39.2 451.1)","1","14:21:18","N/A",
Bot35,"Ефим",normal,37,Active,"Long Road","Zone qlight_br_secure_road","1","14:21:22","N/A",
Bot36,"Леонтий",normal,45,Pending,"Knock-Knock","Zone meh_48_transponder_area_check_1","1","14:21:22","N/A",
Bot37,"Heriberto",normal,41,Completed,"The Hermit","Item Sealed letter","1","14:21:23","14:22:13",
Bot37,"Heriberto",normal,41,Completed,"The Hermit","Zone qlight_hunt_fr_find","1","14:22:18","14:22:28",
Bot37,"Heriberto",normal,41,Completed,"Forester's Duty","Zone Marafon_kill_village_lighthouse","1","14:22:33","14:23:18",
Bot37,"Heriberto",normal,41,Active,"Missing Cargo","Item Stolen military documents","1","14:24:18","N/A",
Bot38,"Аристарх",normal,41,Active,"Assessment - Part 1","Zone meh_44_eastLight_kill","1","14:21:27","N/A",
Bot39,"Delbert",normal,54,Failed,"Lost Contact","Zone qlight_find_scav_group1","1","14:21:27","14:22:26",
Bot39,"Delbert",normal,54,Completed,"Resort","Resort: Objective #1","1","14:22:32","14:23:09",
Bot39,"Delbert",normal,54,Completed,"Resort","Resort: Objective #6","1","14:23:14","14:23:39",
Bot39,"Delbert",normal,54,Failed,"Resort","Resort: Objective #5","1","14:23:44","14:24:06",
Bot39,"Delbert",normal,54,Completed,"Resort","Resort: Objective #2","1","14:24:11","14:24:31",
Bot39,"Delbert",normal,54,Completed,"Resort","Resort: Objective #4","1","14:24:36","14:24:53",
Bot39,"Delbert",normal,54,Failed,"Resort","Resort: Objective #3","1","14:24:58","14:25:04",
Bot39,"Delbert",normal,54,Active,"Missing Cargo","Item Stolen military documents","1","14:25:09","N/A",
