Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot14,"Натан",normal,32,Failed,"Viewer","Zone NosQuests_8_shoreline_place","1","12:12:18","12:15:02",
Bot14,"Натан",normal,32,Completed,"Colleagues - Part 1","Zone ter_023_area_3_1","1","12:15:03","12:17:41",
Bot14,"Натан",normal,32,Completed,"Colleagues - Part 1","Zone ter_023_area_1_1","1","12:17:47","12:22:02",
Bot14,"Натан",normal,32,Active,"Colleagues - Part 1","Zone ter_023_area_2_1","1","12:22:07","N/A",
Bot15,"Антип",normal,29,Completed,"Lend-Lease - Part 1","Item Motor Controller #2","1","12:12:18","12:14:49",
Bot15,"Антип",normal,29,Completed,"Lend-Lease - Part 1","Item Single-axis Fiber Optic Gyroscope #2","1","12:14:54","12:20:36",
Bot15,"Антип",normal,29,Completed,"Thirsty - Echo","Zone 2A2_unlock_4_discover","1","12:20:41","12:22:21",
Bot15,"Антип",normal,29,Completed,"Thirsty - Echo","Item Battered diary","1","12:22:26","12:22:32",
Bot15,"Антип",normal,29,Pending,"Cargo X - Part 3","Zone place_peacemaker_009_3_N1","1","12:22:37","N/A",
Bot16,"Елисей",normal,32,Pending,"Boss Hunter (exUsec)","Spawn Point (-490.9 -24.2 203.3)","1","12:12:18","N/A",
Bot18,"Erick",normal,14,Completed,"Cabins","Cabins: Objective #6","1","12:12:21","12:13:04",
Bot18,"Erick",normal,14,Completed,"Cabins","Cabins: Objective #3","2","12:13:09","12:13:59",
Bot18,"Erick",normal,14,Failed,"Cabins","Cabins: Objective #4","1","12:14:04","12:14:52",
Bot18,"Erick",normal,14,Completed,"Cabins","Cabins: Objective #2","1","12:14:57","12:15:17",
Bot18,"Erick",normal,14,Completed,"Cabins","Cabins: Objective #7","1","12:15:22","12:15:42",
Bot18,"Erick",normal,14,Completed,"Cabins","Cabins: Objective #5","1","12:15:47","12:16:50",
Bot18,"Erick",normal,14,Completed,"Cabins","Cabins: Objective #1","1","12:16:55","12:17:40",
Bot18,"Erick",normal,14,Completed,"Scrap Metal","Zone place_peacemaker_003_N2","1","12:17:45","12:18:23",
Bot18,"Erick",normal,14,Active,"Scrap Metal","Zone place_peacemaker_003_N3","1","12:18:53","N/A",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (125.1 -48.5 136.4)","1","12:12:21","12:14:59",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (79.0 -48.4 91.6)","1","12:15:04","12:16:26",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (134.3 -48.6 53.0)","1","12:16:31","12:17:08",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (183.7 -46.7 44.0)","1","12:17:13","12:17:34",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (122.5 -48.4 92.8)","1","12:17:39","12:18:05",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (123.4 -48.4 55.3)","1","12:18:10","12:18:42",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (109.2 -48.3 95.9)","1","12:18:47","12:19:17",
Bot17,"Bailey",normal,16,Completed,"Boss Hunter (bossSanitar)","Spawn Point (160.6 -48.3 62.1)","1","12:19:22","12:19:57",
Bot17,"Bailey",normal,16,Active,"Signal - Part 1","Zone place_SIGNAL_01_1","1","12:20:02","N/A",
Bot19,"Иван",normal,11,Completed,"Scrap Metal","Zone place_peacemaker_003_N2","1","12:12:22","12:13:48",
Bot19,"Иван",normal,11,Completed,"Scrap Metal","Zone place_peacemaker_003_N1","1","12:14:18","12:19:01",
Bot19,"Иван",normal,11,Failed,"Radical Treatment","Zone Halloween_zone_for_antivirus(shoreline)","1","12:19:31","12:20:43",
Bot19,"Иван",normal,11,Active,"Scrap Metal","Zone place_peacemaker_003_N3","1","12:20:44","N/A",
Bot20,"Михаил",normal,20,Completed,"Eagle Eye","Item UAV SAS disk #1","1","12:12:23","12:13:11",
Bot20,"Михаил",normal,20,Completed,"Eagle Eye","Zone place_peacemaker_004_N1","1","12:13:16","12:14:05",
Bot20,"Михаил",normal,20,Active,"Eagle Eye","Item UAV SAS disk #2","1","12:14:10","N/A",
Bot21,"Nigel",normal,15,Active,"Spa Tour - Part 5","Item Key to the closed premises of the Health Resort","1","12:12:24","N/A",
Bot31,"Мирон Лапа (Garry)",normal,1,Pending,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","12:19:34","N/A",
Bot30,"Валя Сила (Ayden)",normal,1,Active,"Smuggler's Base Upper","Smuggler's Base Upper: Objective #8","1","12:19:34","N/A",
Bot37,"Марк",normal,25,Failed,"Humanitarian Supplies","Zone place_peacemaker_005_N2","1","12:21:53","12:22:05",
