Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot8,"Аскольд",normal,23,Completed,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","16:03:29","16:05:19",
Bot8,"Аскольд",normal,23,Completed,"The Cult - Part 2","Zone place_peacemaker_007_2_N2","1","16:05:24","16:06:12",
Bot8,"Аскольд",normal,23,Active,"The Cult - Part 2","Zone place_peacemaker_007_2_N2_1","1","16:06:42","N/A",
Bot9,"Владислав",normal,29,Active,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","16:03:36","N/A",
Bot10,"Ярослав",normal,42,Pending,"Special Comms","Zone Place_item_tools_woods","1","16:03:38","N/A",
Bot11,"Пётр",normal,13,Active,"Scav Base","Scav Base: Objective #2","1","16:04:17","N/A",
Bot14,"Ефим",normal,37,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","16:04:18","16:10:57",
Bot14,"Ефим",normal,37,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","16:11:27","16:13:18",
Bot14,"Ефим",normal,37,Completed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","16:13:48","16:17:52",
Bot14,"Ефим",normal,37,Completed,"Lend-Lease - Part 1","Item Motor Controller #1","1","16:18:22","16:18:40",
Bot14,"Ефим",normal,37,Completed,"Lend-Lease - Part 1","Item Single-axis Fiber Optic Gyroscope #1","1","16:18:45","16:19:29",
Bot14,"Ефим",normal,37,Completed,"Chumming","Zone place_skier_12_3","2","16:19:34","16:20:29",
Bot14,"Ефим",normal,37,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","16:20:34","16:21:40",
Bot14,"Ефим",normal,37,Active,"Scav Base","Scav Base: Objective #2","1","16:21:45","N/A",
Bot15,"Корней",normal,31,Pending,"Steady Signal","Zone q14_8_2","1","16:04:18","N/A",
Bot12,"Артём",normal,34,Active,"The Blood of War - Part 3","Zone bar_fuel3_2","1","16:04:18","N/A",
Bot16,"Савва",normal,43,Pending,"Special Comms","Zone Place_item_tools_woods","1","16:04:18","N/A",
Bot13,"Леонид",normal,25,Pending,"Special Comms","Zone Place_item_tools_woods","1","16:04:19","N/A",
Bot34,"Степан Бутират (Алексей)",normal,1,Completed,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","16:14:27","16:15:15",
Bot34,"Степан Бутират (Алексей)",normal,1,Completed,"Scav Base","Scav Base: Objective #3","1","16:15:20","16:18:10",
Bot34,"Степан Бутират (Алексей)",normal,1,Completed,"Scav Base","Scav Base: Objective #2","4","16:18:15","16:18:45",
Bot34,"Степан Бутират (Алексей)",normal,1,Active,"Scav Base","Scav Base: Objective #4","1","16:18:50","N/A",
Bot35,"Alfonzo",normal,34,Completed,"Health Care Privacy - Part 3","Zone ter_015_area_1","1","16:14:50","16:15:21",
Bot35,"Alfonzo",normal,34,Active,"Special Comms","Zone Place_item_tools_woods","1","16:15:26","N/A",
