Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot13,"Иван",normal,42,Active,"Command Center","Command Center: Objective #9","1","11:56:36","N/A",
Bot14,"Бронислав",normal,29,Pending,"Is This a Reference?","Zone zone_grass_green","1","11:56:36","N/A",
Bot15,"Казимир",normal,32,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","11:56:37","11:56:58",
Bot15,"Казимир",normal,32,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","11:57:03","11:57:14",
Bot15,"Казимир",normal,32,Failed,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","11:57:19","11:58:00",
Bot15,"Казимир",normal,32,Active,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","11:58:05","N/A",
Bot16,"Емельян",normal,43,Active,"Command Center Rush","Command Center Rush: Objective #1","1","11:56:37","N/A",
Bot17,"Артемий",normal,48,Pending,"Is This a Reference?","Zone zone_tanchiki","1","11:56:37","N/A",
Bot20,"Владимир",normal,34,Pending,"Disease History","Item Medical record #1","1","11:56:38","N/A",
Bot19,"Ипполит",normal,49,Active,"Is This a Reference?","Zone zone_grass_green","2","11:56:38","N/A",
Bot18,"Степан",normal,49,Active,"Snatch","Zone tadeush_bmp2_area_mark_12","1","11:56:41","N/A",
Bot33,"Зураб Инструктор (Steve)",normal,1,Archived,"White Rook","White Rook: Objective #4","1","12:04:21","12:04:45",
Bot33,"Зураб Инструктор (Steve)",normal,1,Archived,"White Rook","White Rook: Objective #2","1","12:04:50","12:05:06",
Bot33,"Зураб Инструктор (Steve)",normal,1,Archived,"White Rook","White Rook: Objective #3","1","12:05:11","12:05:21",
Bot33,"Зураб Инструктор (Steve)",normal,1,Archived,"White Rook","White Rook: Objective #1","1","12:05:26","12:05:56",
Bot33,"Зураб Инструктор (Steve)",normal,1,Failed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #2","1","12:06:01","12:06:33",
Bot33,"Зураб Инструктор (Steve)",normal,1,Failed,"Hermetic Depot","Hermetic Depot: Objective #8","1","12:06:38","12:07:57",
Bot33,"Зураб Инструктор (Steve)",normal,1,Failed,"Hermetic Depot","Hermetic Depot: Objective #5","1","12:08:02","12:08:05",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Hermetic Depot","Hermetic Depot: Objective #4","1","12:08:10","12:08:21",
Bot33,"Зураб Инструктор (Steve)",normal,1,Failed,"Hermetic Depot","Hermetic Depot: Objective #2","1","12:08:26","12:08:31",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Hermetic Depot","Hermetic Depot: Objective #3","1","12:08:36","12:08:49",
Bot33,"Зураб Инструктор (Steve)",normal,1,Failed,"Hermetic Depot","Hermetic Depot: Objective #7","1","12:08:54","12:09:06",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Hermetic Depot","Hermetic Depot: Objective #1","1","12:09:11","12:09:27",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Hermetic Depot","Hermetic Depot: Objective #6","1","12:09:32","12:09:41",
Bot33,"Зураб Инструктор (Steve)",normal,1,Failed,"Train Yard Bunker Entrance","Train Yard Bunker Entrance: Objective #1","1","12:09:46","12:10:35",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Train Yard","Train Yard: Objective #4","1","12:10:40","12:11:11",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Train Yard","Train Yard: Objective #5","1","12:11:16","12:11:30",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Train Yard","Train Yard: Objective #6","1","12:11:35","12:11:51",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Train Yard","Train Yard: Objective #3","1","12:11:56","12:12:16",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Train Yard","Train Yard: Objective #2","1","12:12:21","12:12:35",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Train Yard","Train Yard: Objective #1","1","12:12:41","12:13:02",
Bot33,"Зураб Инструктор (Steve)",normal,1,Completed,"Hermetic","Hermetic: Objective #1","1","12:13:07","12:14:12",
Bot33,"Зураб Инструктор (Steve)",normal,1,Active,"Hermetic","Hermetic: Objective #3","1","12:14:17","N/A",
Bot36,"Игорь Сопля (Courtney)",normal,1,Active,"Black Bishop Tech Room","Black Bishop Tech Room: Objective #1","1","12:06:15","N/A",
Bot37,"Jeffery",normal,43,Active,"Is This a Reference?","Zone zone_tanchiki","1","12:06:19","N/A",
Bot38,"Hayden",normal,48,Pending,"Is This a Reference?","Zone zone_tanchiki","1","12:06:19","N/A",
Bot43,"Якун Адыгей (Florencio)",normal,1,Completed,"Scav Lands North Building","Scav Lands North Building: Objective #1","1","12:07:10","12:07:20",
Bot43,"Якун Адыгей (Florencio)",normal,1,Active,"White Bishop","White Bishop: Objective #5","1","12:07:25","N/A",
Bot50,"Arthur",normal,29,Completed,"The Bunker - Part 2","Zone prapor_025_area_2","1","12:10:39","12:11:27",
Bot50,"Arthur",normal,29,Active,"The Bunker - Part 2","Zone prapor_025_area_3","1","12:11:32","N/A",
Bot52,"Данила Наркоман (Derek)",normal,1,Active,"White Pawn","White Pawn: Objective #4","1","12:11:29","N/A",
Bot54,"Созон Приезжий (Deandre)",normal,1,Completed,"White Pawn","White Pawn: Objective #4","1","12:11:29","12:13:16",
Bot54,"Созон Приезжий (Deandre)",normal,1,Active,"White Pawn","White Pawn: Objective #2","1","12:13:21","N/A",
Bot62,"Найк Котовод (Пахом)",normal,1,Completed,"Black Pawn","Black Pawn: Objective #9","1","12:12:54","12:14:06",
Bot62,"Найк Котовод (Пахом)",normal,1,Failed,"Black Pawn","Black Pawn: Objective #10","1","12:14:11","12:14:11",
Bot62,"Найк Котовод (Пахом)",normal,1,Completed,"Black Pawn","Black Pawn: Objective #4","1","12:14:16","12:14:39",
Bot62,"Найк Котовод (Пахом)",normal,1,Completed,"Black Pawn","Black Pawn: Objective #3","1","12:14:44","12:14:51",
Bot62,"Найк Котовод (Пахом)",normal,1,Failed,"Black Pawn","Black Pawn: Objective #8","1","12:14:56","12:14:56",
Bot62,"Найк Котовод (Пахом)",normal,1,Active,"Black Pawn","Black Pawn: Objective #11","1","12:15:01","N/A",
