Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot115,"Пётр",normal,35,Active,"Safe Corridor","Zone lijnik_storage_area_1","1","12:23:25","N/A",
Bot114,"Кондратий",normal,13,Active,"Hermetic","Hermetic: Objective #4","1","12:23:25","N/A",
Bot116,"Христофор",normal,14,Completed,"BMP #1","BMP #1: Objective #1","1","12:23:29","12:23:49",
Bot116,"Христофор",normal,14,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_check_2","1","12:23:54","12:24:13",
Bot116,"Христофор",normal,14,Completed,"Revision - Reserve","Zone tadeush_bmp2_area_mark_2","1","12:24:18","12:24:30",
Bot116,"Христофор",normal,14,Failed,"Revision - Reserve","Zone tadeush_t90_area_check_1","1","12:24:35","12:25:31",
Bot116,"Христофор",normal,14,Completed,"Revision - Reserve","Zone tadeush_stryker_area_check_4","1","12:25:36","12:26:07",
Bot116,"Христофор",normal,14,Active,"Revision - Reserve","Zone tadeush_bmp2_area_mark_11","1","12:26:12","N/A",
Bot118,"Руслан",normal,19,Failed,"Revision - Reserve","Zone tadeush_bmp2_area_check_11","1","12:23:30","12:34:30",
Bot118,"Руслан",normal,19,Active,"Revision - Reserve","Zone tadeush_bmp2_area_check_12","1","12:34:35","N/A",
Bot117,"Филимон",normal,27,Active,"Is This a Reference?","Zone zone_two_chairs","2","12:23:31","N/A",
Bot119,"Антон",normal,43,Completed,"Boss Hunter (pmcBot)","Spawn Point (-35.4 -7.0 -34.1)","1","12:23:31","12:23:50",
Bot119,"Антон",normal,43,Active,"Boss Hunter (pmcBot)","Spawn Point (-94.9 -14.8 3.4)","1","12:23:55","N/A",
Bot120,"Emmitt",normal,32,Completed,"Boss Hunter (sectantPriest)","Spawn Point (216.7 -6.9 -176.9)","1","12:23:32","12:23:50",
Bot120,"Emmitt",normal,32,Completed,"Boss Hunter (sectantPriest)","Spawn Point (225.1 -6.8 -123.0)","1","12:23:55","12:24:35",
Bot120,"Emmitt",normal,32,Completed,"Boss Hunter (sectantPriest)","Spawn Point (217.3 -6.9 -172.0)","1","12:24:40","12:25:23",
Bot120,"Emmitt",normal,32,Completed,"Boss Hunter (sectantPriest)","Spawn Point (230.4 -6.8 -117.5)","1","12:25:28","12:26:44",
Bot120,"Emmitt",normal,32,Completed,"Boss Hunter (sectantPriest)","Spawn Point (243.1 -7.1 -88.1)","1","12:26:49","12:32:52",
Bot120,"Emmitt",normal,32,Active,"Revision - Reserve","Zone tadeush_bmp2_area_check_11","1","12:32:57","N/A",
