Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot44,"Rey",normal,7,Active,"Spawn Rush","Spawn Rush: Objective #1","1","17:41:23","N/A",
Bot45,"Антип",normal,11,Active,"Radical Treatment","Zone Halloween_zone_for_antivirus(factory)","1","17:41:24","N/A",
Bot46,"Прохор",normal,15,Pending,"One Less Loose End","Item Lab journal","1","17:41:24","N/A",
Bot47,"Clinton",normal,17,Active,"Farming - Part 1","Zone place_SADOVOD_01_2","2","17:41:25","N/A",
Bot54,"Игорь",normal,18,Active,"Forklift Certified","Zone nf2024_2_11","1","17:46:06","N/A",
Bot56,"Кайл Сырой (Ronald)",normal,1,Active,"Medical Office","Medical Office: Objective #1","1","17:47:07","N/A",
Bot57,"Armon",normal,11,Active,"Med Tent","Med Tent: Objective #1","1","17:47:15","N/A",
Bot59,"Dave",normal,11,Pending,"Med Tent","Med Tent: Objective #1","1","17:47:15","N/A",
Bot61,"Kristopher",normal,5,Pending,"Basement Intersection Camping","Basement Intersection Camping: Objective #1","1","17:47:15","N/A",
Bot58,"Hans",normal,12,Pending,"Possessor","Item Pilot logbook","1","17:47:15","N/A",
Bot60,"Santiago",normal,13,Pending,"The Walls Have Eyes","Zone nf2024_7_2","1","17:47:15","N/A",
Bot66,"Ричи Инструктор (Bert)",normal,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","17:50:09","17:50:13",
Bot66,"Ричи Инструктор (Bert)",normal,1,Pending,"Basement Intersection Camping","Basement Intersection Camping: Objective #1","1","17:50:18","N/A",
Bot68,"Hubert",normal,6,Active,"Crates Near Lower Platform","Crates Near Lower Platform: Objective #1","1","17:51:09","N/A",
Bot70,"Севастьян Приставка (Adan)",normal,1,Pending,"Customs Transit Jackets","Customs Transit Jackets: Objective #1","1","17:51:12","N/A",
Bot69,"Антон Голубок (Keenan)",normal,1,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","17:51:12","17:51:16",
Bot69,"Антон Голубок (Keenan)",normal,1,Completed,"Basement Intersection Camping","Basement Intersection Camping: Objective #1","2","17:51:21","17:52:26",
Bot69,"Антон Голубок (Keenan)",normal,1,Active,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","1","17:52:31","N/A",
