Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot50,"Игорь",normal,6,Completed,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","15:25:56","15:26:03",
Bot50,"Игорь",normal,6,Active,"Medical Office","Medical Office: Objective #1","1","15:26:08","N/A",
Bot51,"Ипполит",normal,3,Active,"Radical Treatment","Zone Halloween_zone_for_antivirus(factory)","1","15:26:02","N/A",
Bot52,"Zachary",normal,13,Completed,"Forklift Certified","Zone nf2024_2_3","1","15:26:04","15:26:13",
Bot52,"Zachary",normal,13,Completed,"Forklift Certified","Zone nf2024_2_10","1","15:26:18","15:26:26",
Bot52,"Zachary",normal,13,Pending,"Forklift Certified","Zone nf2024_2_5","1","15:26:31","N/A",
Bot53,"Cole",normal,24,Active,"Spawn Rush","Spawn Rush: Objective #1","1","15:26:05","N/A",
Bot54,"Георгий",normal,25,Active,"Is This a Reference?","Zone zone_Always_sunny","1","15:26:08","N/A",
Bot55,"Игнатий",normal,25,Pending,"Health Care Privacy - Part 6","Item Blood sample","1","15:26:14","N/A",
Bot56,"Elmo",normal,13,Pending,"Postman Pat - Part 1","Item Sealed letter","1","15:26:30","N/A",
Bot57,"Emory",normal,12,Pending,"Possessor","Item Pilot logbook","1","15:26:30","N/A",
Bot63,"Kim",normal,13,Active,"Capacity Check","Zone nf2024_10_3","1","15:30:30","N/A",
Bot64,"Ernest",normal,15,Pending,"The Walls Have Eyes","Zone nf2024_7_3","1","15:30:30","N/A",
Bot65,"Zackary",normal,18,Active,"Capacity Check","Zone nf2024_10_3","1","15:31:41","N/A",
Bot66,"Donald",normal,6,Pending,"Radical Treatment","Zone Halloween_zone_for_antivirus(factory)","1","15:31:44","N/A",
Bot67,"Стасик Дудис (Clarence)",normal,1,Completed,"Crate Near Cellars","Crate Near Cellars: Objective #1","1","15:33:35","15:33:38",
Bot67,"Стасик Дудис (Clarence)",normal,1,Pending,"Forklift Overlook Sniping","Forklift Overlook Sniping: Objective #1","1","15:33:43","N/A",
Bot67,"Стасик Дудис (Clarence)",normal,1,Active,"NE Crates in Workshop","NE Crates in Workshop: Objective #1","1","15:33:50","N/A",
Bot73,"Степа Штырь (Miguel)",normal,1,Pending,"Crates Outside of Gate 3","Crates Outside of Gate 3: Objective #1","1","15:36:35","N/A",
Bot73,"Степа Штырь (Miguel)",normal,1,Active,"Crates Outside of Stairwell","Crates Outside of Stairwell: Objective #1","1","15:36:55","N/A",
