Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot69,"Степан",normal,40,Active,"Key to the Tower","Item Radio transmitter body","1","14:33:00","N/A",
Bot68,"Остап",normal,35,Active,"Forester's Duty","Zone Marafon_kill_village_lighthouse","1","14:33:00","N/A",
Bot70,"Jarrod",normal,43,Active,"Lost Contact","Zone qlight_find_scav_group1","1","14:33:01","N/A",
Bot71,"Илья",normal,35,Active,"Long Road","Zone qlight_br_secure_road","1","14:33:03","N/A",
Bot72,"Дмитрий",normal,35,Failed,"Missing Cargo","Zone qlight_find_crushed_heli","1","14:33:03","14:33:55",
Bot72,"Дмитрий",normal,35,Failed,"Missing Cargo","Item Stolen military documents","1","14:34:01","14:34:05",
Bot72,"Дмитрий",normal,35,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_3","1","14:34:10","14:34:40",
Bot72,"Дмитрий",normal,35,Failed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_4","1","14:35:20","14:36:10",
Bot72,"Дмитрий",normal,35,Completed,"Network Provider - Part 2","Zone meh_42_radio_area_mark_2","1","14:36:50","14:44:58",
Bot72,"Дмитрий",normal,35,Failed,"Assessment - Part 1","Zone meh_44_eastLight_kill","1","14:45:38","14:46:13",
Bot72,"Дмитрий",normal,35,Failed,"Long Road","Zone qlight_br_secure_road","1","14:47:13","14:50:00",
Bot72,"Дмитрий",normal,35,Completed,"Tennis Courts","Tennis Courts: Objective #1","1","14:51:00","14:51:17",
Bot72,"Дмитрий",normal,35,Completed,"Tennis Courts","Tennis Courts: Objective #3","1","14:51:23","14:51:46",
Bot72,"Дмитрий",normal,35,Completed,"Chalet Outdoor Area","Chalet Outdoor Area: Objective #3","1","14:51:52","14:52:49",
Bot72,"Дмитрий",normal,35,Pending,"Chalet Outdoor Area","Chalet Outdoor Area: Objective #4","1","14:52:54","N/A",
Bot73,"Филат",normal,52,Pending,"Helicopter Crash","Helicopter Crash: Objective #1","1","14:33:04","N/A",
Bot74,"Сильвестр",normal,45,Active,"Is This a Reference?","Zone zone_rick_and_morty","2","14:33:05","N/A",
